video_id,index,start,end,speaker,text,duration,word_count,hard_filler_count,soft_filler_count,profanity_count,question_count,sentence_count,avg_valence,avg_arousal,avg_dominance,total_valence,total_arousal,total_dominance,vad_word_count,wpm
vi4flB6clm0iow6IFTbC7emI,17,12:40.253,12:41.033,Bill Landi,Yes.,0.7799999999999727,1,0,0,0,0,1,,,,0.0,0.0,0.0,0,76.92307692307962
vi4flB6clm0iow6IFTbC7emI,18,12:41.693,12:43.593,Kanishka Rao,"But beyond that, no.",1.8999999999999773,4,0,0,0,0,1,,,,0.0,0.0,0.0,0,126.31578947368573
vi4flB6clm0iow6IFTbC7emI,19,12:44.133,13:00.283,Bill Landi,"Well, actually it does sound like that you might be able to make a market segment that it might be interested in to identify a market segment that it might be identified in the. And maybe we could target them. Right. I mean, you mentioned the child's.",16.149999999999977,47,0,3,0,0,4,0.31849999999999995,-0.180375,0.15475000000000005,5.095999999999999,-2.886,2.476000000000001,16,174.61300309597547
vi4flB6clm0iow6IFTbC7emI,20,13:00.443,13:01.531,Kanishka Rao,You mentioned the children.,1.0879999999999654,4,0,0,0,0,1,0.714,0.07600000000000007,-0.13,0.714,0.07600000000000007,-0.13,1,220.58823529412464
vi4flB6clm0iow6IFTbC7emI,21,13:01.587,13:07.539,Bill Landi,"Yeah. And Sriram mentioned, you know, pulmonology practices.",5.951999999999998,8,0,0,0,0,2,0.53,-0.278,0.4079999999999999,0.53,-0.278,0.4079999999999999,1,80.6451612903226
vi4flB6clm0iow6IFTbC7emI,22,13:07.691,13:09.491,Kanishka Rao,Right? Independent clinics.,1.7999999999999545,3,0,0,0,1,2,0.625,-0.20800000000000002,0.582,1.25,-0.41600000000000004,1.164,2,100.00000000000253
vi4flB6clm0iow6IFTbC7emI,23,13:09.547,13:31.403,Bill Landi,"Yeah. Independent. Yeah, maybe. Yeah. So, okay. But clear. Yeah. So given the idns we're going after, these are the weaknesses. Right. So we either have to, we either have to overcome these weaknesses or go for a different market. Right?",21.855999999999995,41,0,3,0,1,11,0.46020000000000005,-0.1494,0.26739999999999997,4.602,-1.494,2.6739999999999995,10,112.55490483162521
vi4flB6clm0iow6IFTbC7emI,24,13:32.103,14:27.301,Kanishka Rao,"Yeah, yeah. So this is kind of what we, what we end up with. And so I gave sort of the, like, the, like, way we can overcome this now is like, find the asthma director at a pediatric institution. And I think we have to sell services over technology in terms of our differentiation, because jumping to the Sinai call, basically what the dude told us is, you need, I evaluate ten to 15 vendors a month. Like, partner with me. Like, they need to have, like, a solution with good ROI, but then they need to have one thing different. Like, either it's external data. And interestingly, he didn't just say, like, you know, clinical data. He also saw, like, benchmarking data as something very valuable.",55.19800000000009,127,0,13,0,0,9,0.25278431372549015,-0.19329411764705884,0.034784313725490186,12.891999999999998,-9.858,1.7739999999999996,51,138.04848001739168
vi4flB6clm0iow6IFTbC7emI,25,14:27.477,14:32.381,Bill Landi,Yeah. Some data they could combine with their own to get more out of their data.,4.903999999999996,16,0,0,0,0,2,0.2015,-0.232,0.026000000000000023,0.806,-0.928,0.10400000000000009,4,195.75856443719428
vi4flB6clm0iow6IFTbC7emI,26,14:32.557,15:20.276,Kanishka Rao,"Right, right. Next thing was, you know, external tie ins of like, hey, can you. Are you an official, like, I think with your Siemens stuff, you guys are like an official MIPS reporting tool, right? Are you something like that where you're actually tied into some registry that my it team is not or something? Or you can order them at quest or Labcorp or something. Thing third would be, are you, can you, like, engage and communicate with patients beyond the point of care? And then the fourth option is just like, listen, if you have the leading solution in a space, like, I'll adopt it, but I need, like, validated proof.",47.71899999999994,114,0,10,0,3,7,0.3261333333333334,-0.21200000000000005,0.07226666666666662,14.676000000000002,-9.540000000000003,3.2519999999999976,45,143.3391311636876
vi4flB6clm0iow6IFTbC7emI,27,15:20.396,15:27.656,Bill Landi,"Yeah, but that's a mature. That we. Even if we have that, it'll be a long time before we were mature enough to be able to demonstrate that.",7.259999999999991,28,0,0,0,0,3,0.3442222222222222,-0.27644444444444444,0.2671111111111111,3.098,-2.488,2.404,9,231.40495867768624
vi4flB6clm0iow6IFTbC7emI,28,15:28.016,16:59.026,Kanishka Rao,"Yeah. And so we're not going to do any of these very quickly. We need to probably do one of them at some point. But what I then pivot to is that's kind of what we heard from Neil, some subset of this, and I supplemented it with other things that hurt to make this list. But then what I pivoted to is, like, all our near term sales can't be a technology sale, then. Cause our technology is not differentiated from what it teams can do. In which case, I think we need to sell a services sale, which is, you know, hey, I'll build best in class AI models for you. Hey, I'll customize and integrate for you. Hey, I'll design bespoke pathways. Hey, I'll train your clinicians and drive adoption, and I'll provide, like, project management and data analytics and clinical informatics resources. Like, basically don't buy me as a technology. Buy me as, like, a service provider to, you know, drive change management in this therapeutic area. Okay, so that is. Yeah, that's kind of, that's kind of the. The shaking out of all of these things, of what seems to be the case.",91.00999999999999,198,0,7,0,0,15,0.2756774193548387,-0.12083870967741936,0.11438709677419352,17.092,-7.492,7.091999999999999,62,130.53510603230416
vi4flB6clm0iow6IFTbC7emI,29,17:03.326,18:10.955,Bill Landi,"Yeah, yeah. I mean, why the it part is very small, hard, because we're, we're small. Right. And we don't have, we don't have a ton of history with a ton of assets built up. So the projects we could do are projects you could do with, you know, a handful of people. So I see why, you know, I see why they're like, well, we have a handful of people. Right? And like, if we're Siemens when I was, Siemens is like, well, we have, you know, we have an army we could bring to this problem where you only have a squad, right. But we don't have that. It's like, we probably have an equivalent number of people to them. Yeah. All right, so I understand this. I'm not sure what you're looking. For me, for. Besides informing me and sort of helping you crystallize it by talking it through?",67.6289999999999,152,0,9,0,2,15,0.2839565217391304,-0.18739130434782614,0.1176086956521739,13.061999999999998,-8.620000000000003,5.409999999999999,46,134.8533912966333
vi4flB6clm0iow6IFTbC7emI,30,18:11.139,18:26.583,Kanishka Rao,"Yeah, that's a big part of it. So do you agree with my conclusion that given what we're talking about here, that whatever we sell in the near term has to be kind of a services sale?",15.444000000000187,37,0,1,0,1,2,0.39180000000000004,-0.2008,0.17200000000000001,3.9180000000000006,-2.008,1.7200000000000002,10,143.745143745142
vi4flB6clm0iow6IFTbC7emI,31,18:37.013,19:21.373,Bill Landi,"I mean, the services cell is just versus a technology cell that's only really addressing the bottom differentiator. Right. I mean, you could, you could, you can, you can address the other ones in a services sale, but. But you could, you could try to address the other ones in either a service or non service sales. Right. But it's. You're just trying to. The purpose of that strategy is primarily to get away from the it. We could do with ourselves thing. Right. Or do you see that. Do you see that as helping with one of the first two challenges as well?",44.36000000000013,104,0,3,0,1,12,0.22074999999999997,-0.181625,0.06143750000000001,7.063999999999999,-5.812,1.9660000000000004,32,140.66726780883639
vi4flB6clm0iow6IFTbC7emI,32,19:25.153,19:57.943,Kanishka Rao,"No, it's really for the it sort of thing, basically, like we have. We have. We have cleared these two with some sort of. With different. Different diseases or different customer profiles. Yeah, we have not cleared this except for Excel, which is very clear why they couldn't do this themselves.",32.789999999999964,51,0,2,0,0,6,0.3185,-0.255125,0.062125,5.096,-4.082,0.994,16,93.32113449222334
vi4flB6clm0iow6IFTbC7emI,33,19:58.523,20:00.823,Bill Landi,They weren't going to do anything themselves anyway.,2.300000000000182,8,0,0,0,0,1,0.3400000000000001,0.09600000000000009,0.07200000000000006,0.3400000000000001,0.09600000000000009,0.07200000000000006,1,208.69565217389655
vi4flB6clm0iow6IFTbC7emI,34,20:01.403,20:10.143,Kanishka Rao,"They have no it or Hackensack, where we didn't come in with any technology. We came in saying, cash, I'm going to deploy AI at scale.",8.740000000000009,26,0,0,0,0,2,0.24633333333333338,-0.1433333333333333,0.284,1.4780000000000002,-0.8599999999999999,1.7039999999999997,6,178.4897025171623
vi4flB6clm0iow6IFTbC7emI,35,20:10.643,20:35.163,Bill Landi,"Yeah. Well, and I don't know the history, but didn't we really come into Hackensack? Was it cash? Didn't cash. It was cash. Did cash come from upenn? Yeah, and we basically made the sale at UPenn and when Cash moved, we were able to jump with him. Right.",24.519999999999982,49,0,2,0,3,8,0.48999999999999994,-0.021538461538461506,0.3612307692307692,6.369999999999999,-0.2799999999999996,4.696,13,119.9021207177815
vi4flB6clm0iow6IFTbC7emI,36,20:36.263,20:51.471,Kanishka Rao,"Yeah, but it was kind of the, like, cash did us a favor because he was at UPenn and. Yeah, it wasn't going super well, but we sold cash.",15.208000000000084,29,0,2,0,0,2,0.6756666666666667,-0.11066666666666662,0.26366666666666666,4.054,-0.6639999999999997,1.5819999999999999,6,114.41346659652751
vi4flB6clm0iow6IFTbC7emI,37,20:51.527,20:55.887,Bill Landi,"But the sale to Cash was at UPenn. It wasn't at Hackensack, correct.",4.3599999999999,13,0,0,0,0,2,0.5806666666666667,-0.026666666666666655,0.3399999999999999,1.742,-0.07999999999999996,1.0199999999999998,3,178.89908256881142
vi4flB6clm0iow6IFTbC7emI,38,20:55.935,21:15.531,Kanishka Rao,"Yeah, cash was. Cash was like a helpful navigator at Penn. But. He wasn't the CIO of Penn, he was the CIO of Hackensack. And so it was more like the clinical champion was leaving Penn. And that's why Barth got the idea to ask cash, could we go to Hackensack with you?",19.596000000000004,53,0,3,0,1,6,0.32599999999999996,0.006769230769230792,0.2192307692307692,4.2379999999999995,0.0880000000000003,2.8499999999999996,13,162.27801592161663
vi4flB6clm0iow6IFTbC7emI,39,21:15.707,21:18.987,Bill Landi,"Yes. Okay. Yeah, but it's all right. Yeah.",3.2799999999999727,8,0,0,0,0,4,0.48,-0.29600000000000004,0.41999999999999993,0.48,-0.29600000000000004,0.41999999999999993,1,146.34146341463537
vi4flB6clm0iow6IFTbC7emI,40,21:19.155,21:38.117,Kanishka Rao,"Anyway, so I guess what I'm saying is we've got to, we've got to ask executives what the hell they care about and do that, and then we have to do it as a service. That's the only way we can get through this.",18.96199999999999,44,0,1,1,0,2,0.19690909090909095,-0.03399999999999998,0.03763636363636365,2.1660000000000004,-0.3739999999999998,0.41400000000000015,11,139.22582006117506
vi4flB6clm0iow6IFTbC7emI,41,21:38.285,22:22.041,Bill Landi,"Yeah. Now, and you're talking about like a three month timeframe, right. You're not, you're not talking about like, how to position ourselves to meet those challenges in a year. Right. You're talking about like, for this current sales cycle. Yeah. Few months. Right. Because I might do different approaches for longer term horizons. And I would actually say, I would actually predict we should have a different strategy for the next few months versus a strategy more long term because I think we have different levers and there might be better ways to move on those three things if we give ourselves a longer time frame. Longer time horizon.",43.75599999999986,110,0,5,0,0,11,0.26815000000000005,-0.23770000000000002,0.08534999999999997,10.726000000000003,-9.508000000000001,3.413999999999999,40,150.83645671450822
vi4flB6clm0iow6IFTbC7emI,42,22:22.157,22:34.533,Kanishka Rao,"Well, we kind of have to. At some point. We need one of these at some point.",12.375999999999976,17,0,1,0,0,3,0.2356666666666667,-0.373,-0.11900000000000001,1.4140000000000001,-2.238,-0.7140000000000001,6,82.41758241758258
vi4flB6clm0iow6IFTbC7emI,43,22:37.073,23:14.803,Bill Landi,"Yeah. I think the, the bottom one is sort of the best in class things and things like that. Now who, I mean, I would assume, like, if we were able to demonstrate strong clinical impacts and we were able to do that in a convincing way, that would fall under DJDev, correct?",37.73000000000002,53,0,2,0,1,3,0.2356521739130434,-0.15713043478260869,0.11608695652173913,5.419999999999998,-3.614,2.67,23,84.28306387490056
vi4flB6clm0iow6IFTbC7emI,44,23:15.583,23:16.363,Kanishka Rao,Yes.,0.7799999999999727,1,0,0,0,0,1,,,,0.0,0.0,0.0,0,76.92307692307962
vi4flB6clm0iow6IFTbC7emI,45,23:18.783,25:17.143,Bill Landi,"Yeah. So let me see. Does that look like a complete list to me? I mean, that came from someone who should know, but external data, external action. Yeah. Well, the first three are all, they're all around. Like, I don't know. I don't know if your source, I don't know what your sources from a biases perspective, but it's basically, that's basically saying if it's an internal only thing, we're not interested. Unless you could prove you're just way better than anything else. Because there's all external stuff. Right. A, B and C are all that has something to do with something outside of them. So this person is basically saying, yeah, anything internal I'm really comfortable with, and I don't really need any help on it. That's how I sort of read that, listen. Right. Yeah. And whether that's true or not, whether it's true, they don't need any help on internal stuff. If that's the perception, then clearly, yes. You need something like that to be able to say, to be able to latch onto something where they acknowledge they need help with. Right. Yeah, but, yeah, but that is all external facing. Right. There's nothing in there internal. It's all like, I don't need help with anything internal. And who was this guy again, and not a name in terms of what was his role?",118.36000000000013,229,0,11,0,2,25,0.26255072463768103,-0.22153623188405797,0.046289855072463776,18.115999999999993,-15.286,3.1940000000000004,69,116.08651571476838
vi4flB6clm0iow6IFTbC7emI,46,25:17.523,25:34.373,Kanishka Rao,"He like, led the clinical analytics team. He was like, yeah, AI folks. He had. Sorry.",16.850000000000136,16,0,2,0,0,4,0.1556,-0.22360000000000002,-0.027200000000000023,0.7779999999999999,-1.118,-0.13600000000000012,5,56.97329376854553
vi4flB6clm0iow6IFTbC7emI,47,25:35.593,25:51.073,Bill Landi,"So if we don't go on. I have a question for you then if we don't go in as an AI sale, just hypothetically, we don't go in as an AI sale. Why is that group even relevant to us?",15.480000000000018,40,0,2,0,1,3,0.19622222222222221,-0.031777777777777794,0.07199999999999998,1.766,-0.28600000000000014,0.6479999999999998,9,155.0387596899223
vi4flB6clm0iow6IFTbC7emI,48,25:51.533,25:55.993,Kanishka Rao,Because they're building clinical analytic solutions.,4.460000000000036,6,0,0,0,0,1,0.138,-0.18600000000000003,0.29800000000000004,0.41400000000000003,-0.558,0.8940000000000001,3,80.71748878923701
vi4flB6clm0iow6IFTbC7emI,49,25:56.693,26:03.317,Bill Landi,"All right. Because we're. All right. So even if we're not AI, we're analytics, basically.",6.624000000000024,15,0,2,0,0,4,0.48,-0.29600000000000004,0.41999999999999993,0.96,-0.5920000000000001,0.8399999999999999,2,135.8695652173908
vi4flB6clm0iow6IFTbC7emI,50,26:03.365,26:06.953,Kanishka Rao,They're the team that does what we do at the health.,3.5879999999999654,11,0,0,0,0,1,0.542,-0.04266666666666663,0.18333333333333335,1.6260000000000001,-0.1279999999999999,0.55,3,183.94648829431617
vi4flB6clm0iow6IFTbC7emI,51,26:07.693,26:11.713,Bill Landi,"If they say they can, we can do it ourselves. They're the team that would do it themselves.",4.019999999999982,18,0,0,0,0,2,0.26742857142857146,-0.1431428571428571,0.022000000000000002,1.872,-1.0019999999999998,0.15400000000000003,7,268.65671641791164
vi4flB6clm0iow6IFTbC7emI,52,26:12.293,26:16.721,Kanishka Rao,"Yes. They're the team. They would ask, hey, can we do this ourselves?",4.428000000000111,13,0,0,0,1,3,0.22560000000000002,-0.11159999999999999,0.0256,1.1280000000000001,-0.5579999999999999,0.128,5,176.15176151761077
vi4flB6clm0iow6IFTbC7emI,53,26:16.817,26:29.193,Bill Landi,"Do we need. Yeah, yeah, yeah, yeah.",12.375999999999976,7,0,0,0,0,2,0.18000000000000005,0.122,-0.26399999999999996,0.3600000000000001,0.244,-0.5279999999999999,2,33.93665158371047
vi4flB6clm0iow6IFTbC7emI,54,26:29.233,26:32.933,Kanishka Rao,"This is where, like, having a device must be so much easier.",3.7000000000000455,12,0,2,0,0,1,0.17950000000000002,-0.3105,0.03400000000000003,0.7180000000000001,-1.242,0.13600000000000012,4,194.5945945945922
vi4flB6clm0iow6IFTbC7emI,55,26:34.113,26:54.839,Bill Landi,"This is like. Yeah, I mean, it's like, see, like on. When I did projects at sea, when I did products at Siemens, right. What we would be trying to sell to them is something where we would have put in at least 100 man years of work into.",20.725999999999885,48,0,3,0,0,4,0.29706666666666665,-0.21533333333333335,0.05906666666666666,4.4559999999999995,-3.2300000000000004,0.8859999999999999,15,138.95590080092714
vi4flB6clm0iow6IFTbC7emI,56,26:54.991,26:56.383,Kanishka Rao,Right. Man years.,1.3920000000000528,3,0,0,0,0,2,0.393,-0.318,0.21799999999999997,0.786,-0.636,0.43599999999999994,2,129.3103448275813
vi4flB6clm0iow6IFTbC7emI,57,26:56.463,27:36.253,Bill Landi,"Jeez. Yeah. Solutions. Yes. I would do solutions that had like, 100 man years of work on it. So if you go to them with something like that, it's like, fine. I mean, you got a team of 20 people. It's going to take you five years to get 100 man years of time to do it. Right? So it's because of that scope. Right. And like, I mean, in the big projects in Siemens, those were thousands, if nothing, tens of thousands of man years into them. Right. Um. Uh.",39.789999999999964,88,2,6,0,1,15,0.3277777777777777,-0.1865185185185185,0.12340740740740738,8.849999999999998,-5.036,3.3319999999999994,27,132.69665745162115
vi4flB6clm0iow6IFTbC7emI,58,27:40.953,27:42.193,Kanishka Rao,Very interesting.,1.240000000000009,2,0,0,0,0,1,0.8540000000000001,0.45199999999999996,0.46199999999999997,0.8540000000000001,0.45199999999999996,0.46199999999999997,1,96.77419354838638
vi4flB6clm0iow6IFTbC7emI,59,27:42.313,29:10.919,Bill Landi,"Yeah. Right. So this is not a problem I had to face. Right. Which is meanwhile. So I'm just explaining why I'm hesitating and I'm thinking, right, uh, I'm not, I'm not. I don't feel stumped, but it's really something I had to. I had to think, and I had to think about things from a perspective where I haven't thought about them before. So I'm just, you know, that's slowing me down. That's all. So, okay. What I'm trying to do is general. So what I'm trying to think through is I'm trying to do what I do with your father, right. And that your father says, this is what I need. But usually, usually that's actually not what he needs or wants. It's sort of like his idea of what he needs to want. But if I. But if you figure out what's really behind it, you could find out with something that's going to make him happy. That's not the same thing that he listed. So I'm just trying to see if there's something like that here. If I could try to get a glean into this is what he's saying, but what's sort of the underlying things that are driving him on that. And maybe there's a solution that he didn't articulate because he doesn't. Maybe he hasn't even recognized it as something. Right. So that's why.",88.606,231,1,13,0,0,25,0.31643478260869573,-0.14086956521739127,0.1339565217391304,14.556000000000004,-6.479999999999999,6.161999999999998,46,156.422815610681
vi4flB6clm0iow6IFTbC7emI,60,29:11.031,29:16.327,Kanishka Rao,"Yeah. And I can send you this offline, you know what I mean?",5.296000000000049,13,0,0,0,1,2,0.265,-0.166,0.1575,1.06,-0.664,0.63,4,147.28096676737024
vi4flB6clm0iow6IFTbC7emI,61,29:16.375,29:17.989,Bill Landi,"So, yeah, he wants.",1.6140000000000327,4,0,1,0,0,1,,,,0.0,0.0,0.0,0,148.6988847583613
vi4flB6clm0iow6IFTbC7emI,62,29:18.151,29:47.983,Kanishka Rao,"I'm just gonna send it to you. Here's, here's just like, I wanted to get the thing you were bringing up, which was, there are certain ones of these where I don't know what the heck happened to the formatting, but there are certain ones of these where the conclusion I came to of we have to sell services for the near term. If we never do anything else, we will always have to sell services.",29.83199999999988,76,0,3,0,0,3,0.284875,-0.12050000000000001,0.1805,4.558,-1.9280000000000002,2.888,16,152.85599356395878
vi4flB6clm0iow6IFTbC7emI,63,29:51.443,30:05.968,Bill Landi,"I actually have a solution, but it would open up other cans of worms, which might. Which might invalidate it.",14.525000000000091,20,0,1,0,0,2,0.149,-0.22333333333333336,-0.03033333333333334,0.894,-1.34,-0.18200000000000005,6,82.61617900172065
vi4flB6clm0iow6IFTbC7emI,64,30:06.072,30:06.716,Kanishka Rao,Right.,0.6440000000000055,1,0,0,0,0,1,0.48,-0.29600000000000004,0.41999999999999993,0.48,-0.29600000000000004,0.41999999999999993,1,93.16770186335324
vi4flB6clm0iow6IFTbC7emI,65,30:08.576,31:00.106,Bill Landi,"But one of the nice properties we have had in sort of making relationships with Hackensack and people is like, we don't do other things with your data. Right. But if we could actually start combining data from other institutions, then we get by his. I could do it myself. Yeah, but then you get him a lot of. Well, it's my data. I don't want to give up rights to it. Yeah. So if we. I'm actually very confident that if we could succeed at that, we'll get past that argument. That argument will go away. But I'm nothing. But I. But I think there's a lot of hard hurdles that you'd have to get through to get. To get there.",51.52999999999997,122,0,5,0,0,15,0.2849444444444444,-0.14622222222222234,0.10944444444444444,10.257999999999997,-5.264000000000004,3.94,36,142.05317290898512
vi4flB6clm0iow6IFTbC7emI,66,31:00.486,31:05.466,Kanishka Rao,"You got to get to enough scale where you can say, like, hey, I do have benchmarking data.",4.979999999999791,18,0,1,0,0,1,0.23225,-0.21150000000000002,0.04525,1.858,-1.6920000000000002,0.362,8,216.8674698795272
vi4flB6clm0iow6IFTbC7emI,67,31:09.646,31:22.606,Bill Landi,"Yeah. I don't know if it's just benchmarking. Yes. If you could do it and say benchmarking, then yes. But I think there's other ways you could possibly combine data.",12.960000000000036,30,0,1,0,0,5,0.23622222222222222,-0.2202222222222222,-0.003777777777777781,2.126,-1.9819999999999998,-0.03400000000000003,9,138.8888888888885
